,block_id,first_digits,second_digits,third_digits,message,event_type,cerj
280,blk_-4142399309988733425,081110,105718,9554,INFO,dfs.DataNode$BlockReceiver:,Receiving
281,blk_-4142399309988733425,081110,105718,9573,INFO,dfs.DataNode$BlockReceiver:,Receiving
282,blk_350630536916477405,081110,105718,9579,INFO,dfs.DataNode$BlockReceiver:,Receiving
283,blk_350630536916477405,081110,105718,9632,INFO,dfs.DataNode$BlockReceiver:,Receiving
284,blk_4457957945336968750,081110,105720,9497,INFO,dfs.DataNode$BlockReceiver:,Receiving
285,blk_4457957945336968750,081110,105720,9562,INFO,dfs.DataNode$BlockReceiver:,Receiving
286,blk_4457957945336968750,081110,105720,9636,INFO,dfs.DataNode$BlockReceiver:,Receiving
287,blk_2973623913809992234,081110,105811,9212,INFO,dfs.DataNode$BlockReceiver:,Receiving
288,blk_2973623913809992234,081110,105811,9403,INFO,dfs.DataNode$BlockReceiver:,Receiving
289,blk_2973623913809992234,081110,105811,9665,INFO,dfs.DataNode$BlockReceiver:,Receiving
290,blk_5025122744026614590,081110,105813,9441,INFO,dfs.DataNode$BlockReceiver:,Receiving
291,blk_5025122744026614590,081110,105813,9451,INFO,dfs.DataNode$BlockReceiver:,Receiving
292,blk_5025122744026614590,081110,105813,9482,INFO,dfs.DataNode$BlockReceiver:,Receiving
293,blk_8265244730718191323,081110,105959,9259,INFO,dfs.DataNode$BlockReceiver:,Receiving
294,blk_8265244730718191323,081110,105959,9423,INFO,dfs.DataNode$BlockReceiver:,Receiving
295,blk_8265244730718191323,081110,105959,9462,INFO,dfs.DataNode$BlockReceiver:,Receiving
296,blk_-6101776637120872977,081110,110011,9067,INFO,dfs.DataNode$BlockReceiver:,Receiving
297,blk_-6101776637120872977,081110,110011,9494,INFO,dfs.DataNode$BlockReceiver:,Receiving
298,blk_-6101776637120872977,081110,110011,9623,INFO,dfs.DataNode$BlockReceiver:,Receiving
299,blk_-7727130597807846248,081110,110021,9506,INFO,dfs.DataNode$BlockReceiver:,Receiving
300,blk_-7727130597807846248,081110,110021,9518,INFO,dfs.DataNode$BlockReceiver:,Receiving
301,blk_-7727130597807846248,081110,110021,9624,INFO,dfs.DataNode$BlockReceiver:,Receiving
302,blk_7030864029699345907,081110,110141,9311,INFO,dfs.DataNode$BlockReceiver:,Receiving
303,blk_7030864029699345907,081110,110142,9359,INFO,dfs.DataNode$BlockReceiver:,Receiving
304,blk_7030864029699345907,081110,110142,9579,INFO,dfs.DataNode$BlockReceiver:,Receiving
305,blk_-6311926987556306457,081110,110158,9295,INFO,dfs.DataNode$BlockReceiver:,Receiving
306,blk_-6311926987556306457,081110,110158,9585,INFO,dfs.DataNode$BlockReceiver:,Receiving
307,blk_-6311926987556306457,081110,110158,9602,INFO,dfs.DataNode$BlockReceiver:,Receiving
308,blk_-1090282721344949557,081110,110255,9646,INFO,dfs.DataNode$BlockReceiver:,Receiving
309,blk_-1090282721344949557,081110,110256,9491,INFO,dfs.DataNode$BlockReceiver:,Receiving
310,blk_-1090282721344949557,081110,110256,9663,INFO,dfs.DataNode$BlockReceiver:,Receiving
311,blk_1324318585961748101,081110,110827,9586,INFO,dfs.DataNode$BlockReceiver:,Receiving
312,blk_1324318585961748101,081110,110827,9784,INFO,dfs.DataNode$BlockReceiver:,Receiving
313,blk_1324318585961748101,081110,110827,9820,INFO,dfs.DataNode$BlockReceiver:,Receiving
314,blk_9044512413224431860,081110,110835,9371,INFO,dfs.DataNode$BlockReceiver:,Receiving
315,blk_9044512413224431860,081110,110835,9744,INFO,dfs.DataNode$BlockReceiver:,Receiving
316,blk_9044512413224431860,081110,110835,9867,INFO,dfs.DataNode$BlockReceiver:,Receiving
317,blk_-5655522770262307749,081110,111041,9543,INFO,dfs.DataNode$BlockReceiver:,Receiving
318,blk_-5655522770262307749,081110,111041,9759,INFO,dfs.DataNode$BlockReceiver:,Receiving
319,blk_-5655522770262307749,081110,111041,9824,INFO,dfs.DataNode$BlockReceiver:,Receiving
320,blk_3857368800593817488,081110,111418,9726,INFO,dfs.DataNode$BlockReceiver:,Receiving
321,blk_3857368800593817488,081110,111418,9738,INFO,dfs.DataNode$BlockReceiver:,Receiving
322,blk_3857368800593817488,081110,111418,9787,INFO,dfs.DataNode$BlockReceiver:,Receiving
323,blk_-7712434147205739395,081110,111553,9776,INFO,dfs.DataNode$BlockReceiver:,Receiving
324,blk_-7712434147205739395,081110,111553,9805,INFO,dfs.DataNode$BlockReceiver:,Receiving
325,blk_-7712434147205739395,081110,111554,9750,INFO,dfs.DataNode$BlockReceiver:,Receiving
326,blk_5348450269326974262,081110,111710,10041,INFO,dfs.DataNode$BlockReceiver:,Receiving
327,blk_5348450269326974262,081110,111710,10043,INFO,dfs.DataNode$BlockReceiver:,Receiving
328,blk_5348450269326974262,081110,111710,9864,INFO,dfs.DataNode$BlockReceiver:,Receiving
329,blk_-7415982687720413306,081110,111850,9859,INFO,dfs.DataNode$BlockReceiver:,Receiving
330,blk_-7415982687720413306,081110,111851,9839,INFO,dfs.DataNode$BlockReceiver:,Receiving
331,blk_-7415982687720413306,081110,111851,9955,INFO,dfs.DataNode$BlockReceiver:,Receiving
332,blk_4364558937074676075,081110,111925,10276,INFO,dfs.DataNode$BlockReceiver:,Receiving
333,blk_4364558937074676075,081110,111925,9878,INFO,dfs.DataNode$BlockReceiver:,Receiving
334,blk_4364558937074676075,081110,111925,9993,INFO,dfs.DataNode$BlockReceiver:,Receiving
335,blk_1102735311308675356,081110,111931,9850,INFO,dfs.DataNode$BlockReceiver:,Receiving
336,blk_1102735311308675356,081110,111931,9873,INFO,dfs.DataNode$BlockReceiver:,Receiving
337,blk_1102735311308675356,081110,111931,9964,INFO,dfs.DataNode$BlockReceiver:,Receiving
338,blk_-6127581801979227943,081110,112050,9682,INFO,dfs.DataNode$BlockReceiver:,Receiving
339,blk_-6127581801979227943,081110,112050,9865,INFO,dfs.DataNode$BlockReceiver:,Receiving
340,blk_-6127581801979227943,081110,112050,9980,INFO,dfs.DataNode$BlockReceiver:,Receiving
341,blk_5735647894047988332,081110,112051,9886,INFO,dfs.DataNode$BlockReceiver:,Receiving
342,blk_5735647894047988332,081110,112051,9943,INFO,dfs.DataNode$BlockReceiver:,Receiving
343,blk_5735647894047988332,081110,112051,9974,INFO,dfs.DataNode$BlockReceiver:,Receiving
344,blk_-4796496142725125115,081110,112055,10031,INFO,dfs.DataNode$BlockReceiver:,Receiving
345,blk_-4796496142725125115,081110,112055,9764,INFO,dfs.DataNode$BlockReceiver:,Receiving
346,blk_-4796496142725125115,081110,112055,9828,INFO,dfs.DataNode$BlockReceiver:,Receiving
347,blk_6843015701671149623,081110,112140,10040,INFO,dfs.DataNode$BlockReceiver:,Receiving
348,blk_6843015701671149623,081110,112140,9960,INFO,dfs.DataNode$BlockReceiver:,Receiving
349,blk_6843015701671149623,081110,112140,9960,INFO,dfs.DataNode$BlockReceiver:,Receiving
350,blk_6666046671325354050,081110,112246,10017,INFO,dfs.DataNode$BlockReceiver:,Receiving
351,blk_6666046671325354050,081110,112247,10025,INFO,dfs.DataNode$BlockReceiver:,Receiving
352,blk_6666046671325354050,081110,112247,10064,INFO,dfs.DataNode$BlockReceiver:,Receiving
353,blk_-9214626072603923837,081110,112308,10080,INFO,dfs.DataNode$BlockReceiver:,Receiving
354,blk_-9214626072603923837,081110,112308,9669,INFO,dfs.DataNode$BlockReceiver:,Receiving
355,blk_-9214626072603923837,081110,112308,9995,INFO,dfs.DataNode$BlockReceiver:,Receiving
356,blk_-3794935441407979230,081110,112426,9769,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
357,blk_2730016080934615712,081110,112433,10228,INFO,dfs.DataNode$BlockReceiver:,Receiving
358,blk_2730016080934615712,081110,112433,9905,INFO,dfs.DataNode$BlockReceiver:,Receiving
359,blk_2730016080934615712,081110,112434,9908,INFO,dfs.DataNode$BlockReceiver:,Receiving
360,blk_-6556773920923472738,081110,112802,10172,INFO,dfs.DataNode$BlockReceiver:,Receiving
361,blk_-6556773920923472738,081110,112802,10217,INFO,dfs.DataNode$BlockReceiver:,Receiving
362,blk_-6556773920923472738,081110,112802,10255,INFO,dfs.DataNode$BlockReceiver:,Receiving
363,blk_-6475940806263991864,081110,112828,10187,INFO,dfs.DataNode$BlockReceiver:,Receiving
364,blk_-6475940806263991864,081110,112828,10319,INFO,dfs.DataNode$BlockReceiver:,Receiving
365,blk_-6475940806263991864,081110,112828,9993,INFO,dfs.DataNode$BlockReceiver:,Receiving
366,blk_-5336108450918538801,081110,112844,10008,INFO,dfs.DataNode$BlockReceiver:,Receiving
367,blk_-5336108450918538801,081110,112844,10112,INFO,dfs.DataNode$BlockReceiver:,Receiving
368,blk_-5336108450918538801,081110,112844,10150,INFO,dfs.DataNode$BlockReceiver:,Receiving
369,blk_7871509301211445656,081110,112845,10085,INFO,dfs.DataNode$BlockReceiver:,Receiving
370,blk_7871509301211445656,081110,112845,7717,INFO,dfs.DataNode$BlockReceiver:,Receiving
371,blk_7871509301211445656,081110,112845,9798,INFO,dfs.DataNode$BlockReceiver:,Receiving
372,blk_5713735829662769985,081110,112931,10000,INFO,dfs.DataNode$BlockReceiver:,Receiving
373,blk_5713735829662769985,081110,112931,10253,INFO,dfs.DataNode$BlockReceiver:,Receiving
374,blk_5713735829662769985,081110,112931,9979,INFO,dfs.DataNode$BlockReceiver:,Receiving
375,blk_-4529908364297419523,081110,113005,10007,INFO,dfs.DataNode$BlockReceiver:,Receiving
376,blk_-4529908364297419523,081110,113005,10066,INFO,dfs.DataNode$BlockReceiver:,Receiving
377,blk_-4529908364297419523,081110,113005,9992,INFO,dfs.DataNode$BlockReceiver:,Receiving
378,blk_-5292747098378603785,081110,113110,10210,INFO,dfs.DataNode$BlockReceiver:,Receiving
379,blk_-5292747098378603785,081110,113110,10240,INFO,dfs.DataNode$BlockReceiver:,Receiving
380,blk_-5292747098378603785,081110,113111,10155,INFO,dfs.DataNode$BlockReceiver:,Receiving
381,blk_-8432475760190545988,081110,113113,10073,INFO,dfs.DataNode$BlockReceiver:,Receiving
382,blk_-8432475760190545988,081110,113113,10152,INFO,dfs.DataNode$BlockReceiver:,Receiving
383,blk_-8432475760190545988,081110,113113,9965,INFO,dfs.DataNode$BlockReceiver:,Receiving
384,blk_-8280184923563889434,081110,113206,10091,INFO,dfs.DataNode$BlockReceiver:,Receiving
385,blk_-8280184923563889434,081110,113206,10133,INFO,dfs.DataNode$BlockReceiver:,Receiving
386,blk_-8280184923563889434,081110,113206,10262,INFO,dfs.DataNode$BlockReceiver:,Receiving
387,blk_7015683649219995081,081110,113306,10059,INFO,dfs.DataNode$BlockReceiver:,Receiving
388,blk_7015683649219995081,081110,113307,10147,INFO,dfs.DataNode$BlockReceiver:,Receiving
389,blk_7015683649219995081,081110,113307,10255,INFO,dfs.DataNode$BlockReceiver:,Receiving
390,blk_-1196497141956267802,081110,113309,10091,INFO,dfs.DataNode$BlockReceiver:,Receiving
391,blk_-1196497141956267802,081110,113309,10187,INFO,dfs.DataNode$BlockReceiver:,Receiving
392,blk_-1196497141956267802,081110,113309,10233,INFO,dfs.DataNode$BlockReceiver:,Receiving
393,blk_3908011982080605582,081110,113415,10246,INFO,dfs.DataNode$BlockReceiver:,Receiving
394,blk_3908011982080605582,081110,113415,10252,INFO,dfs.DataNode$BlockReceiver:,Receiving
395,blk_3908011982080605582,081110,113415,9780,INFO,dfs.DataNode$BlockReceiver:,Receiving
396,blk_-8895180794939034486,081110,113417,10075,INFO,dfs.DataNode$BlockReceiver:,Receiving
397,blk_-8895180794939034486,081110,113417,10118,INFO,dfs.DataNode$BlockReceiver:,Receiving
398,blk_-8895180794939034486,081110,113417,10209,INFO,dfs.DataNode$BlockReceiver:,Receiving
399,blk_-7470308661285569946,081110,120130,10643,INFO,dfs.DataNode$BlockReceiver:,Receiving
400,blk_-7470308661285569946,081110,120130,10816,INFO,dfs.DataNode$BlockReceiver:,Receiving
401,blk_-7470308661285569946,081110,120130,10926,INFO,dfs.DataNode$BlockReceiver:,Receiving
402,blk_-5732026262009524449,081110,122217,10644,INFO,dfs.DataNode$BlockReceiver:,Receiving
403,blk_-5732026262009524449,081110,122217,11229,INFO,dfs.DataNode$BlockReceiver:,Receiving
404,blk_-5732026262009524449,081110,122218,10849,INFO,dfs.DataNode$BlockReceiver:,Receiving
405,blk_-7506378215457891882,081110,122437,11019,INFO,dfs.DataNode$BlockReceiver:,Receiving
406,blk_-7506378215457891882,081110,122437,11066,INFO,dfs.DataNode$BlockReceiver:,Receiving
407,blk_-7506378215457891882,081110,122438,11062,INFO,dfs.DataNode$BlockReceiver:,Receiving
408,blk_7215977976517893094,081110,123452,11253,INFO,dfs.DataNode$BlockReceiver:,Receiving
409,blk_7215977976517893094,081110,123452,11320,INFO,dfs.DataNode$BlockReceiver:,Receiving
410,blk_7215977976517893094,081110,123452,11473,INFO,dfs.DataNode$BlockReceiver:,Receiving
411,blk_5693190047510946567,081110,123536,11232,INFO,dfs.DataNode$BlockReceiver:,Receiving
412,blk_5693190047510946567,081110,123536,11296,INFO,dfs.DataNode$BlockReceiver:,Receiving
413,blk_5693190047510946567,081110,123536,11298,INFO,dfs.DataNode$BlockReceiver:,Receiving
414,blk_7836440990521900547,081110,123552,11129,INFO,dfs.DataNode$BlockReceiver:,Receiving
415,blk_7836440990521900547,081110,123552,11298,INFO,dfs.DataNode$BlockReceiver:,Receiving
416,blk_7836440990521900547,081110,123552,11490,INFO,dfs.DataNode$BlockReceiver:,Receiving
417,blk_1200951752997700837,081110,123736,11413,INFO,dfs.DataNode$BlockReceiver:,Receiving
418,blk_1200951752997700837,081110,123736,11486,INFO,dfs.DataNode$BlockReceiver:,Receiving
419,blk_1200951752997700837,081110,123736,11489,INFO,dfs.DataNode$BlockReceiver:,Receiving
420,blk_4981502744489146922,081110,123838,11129,INFO,dfs.DataNode$BlockReceiver:,Receiving
421,blk_4981502744489146922,081110,123838,11259,INFO,dfs.DataNode$BlockReceiver:,Receiving
422,blk_4981502744489146922,081110,123838,11383,INFO,dfs.DataNode$BlockReceiver:,Receiving
423,blk_-5216233428984136479,081110,151452,13531,INFO,dfs.DataNode$BlockReceiver:,Receiving
424,blk_-5216233428984136479,081110,151453,13090,INFO,dfs.DataNode$BlockReceiver:,Receiving
425,blk_-5216233428984136479,081110,151453,13214,INFO,dfs.DataNode$BlockReceiver:,Receiving
426,blk_3777772774152601430,081110,151631,13073,INFO,dfs.DataNode$BlockReceiver:,Receiving
427,blk_3777772774152601430,081110,151631,13461,INFO,dfs.DataNode$BlockReceiver:,Receiving
428,blk_3777772774152601430,081110,151631,9890,INFO,dfs.DataNode$BlockReceiver:,Receiving
429,blk_6044723535861599361,081110,151652,13084,INFO,dfs.DataNode$BlockReceiver:,Receiving
430,blk_6044723535861599361,081110,151652,13175,INFO,dfs.DataNode$BlockReceiver:,Receiving
431,blk_6044723535861599361,081110,151652,13233,INFO,dfs.DataNode$BlockReceiver:,Receiving
432,blk_9099447004863711723,081110,211155,11401,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
433,blk_-516029862489211143,081110,211155,11403,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
434,blk_844104329351281298,081110,211155,11404,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
435,blk_-6680054068554267213,081110,211155,11408,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
436,blk_9099447004863711723,081110,211155,14615,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
437,blk_6495484866542253279,081110,211156,11402,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
438,blk_6495484866542253279,081110,211156,14753,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
439,blk_-4250706752040073149,081110,211158,11374,INFO,dfs.DataNode$BlockReceiver:,Exception writing
440,blk_-4250706752040073149,081110,211158,11374,INFO,dfs.DataNode$BlockReceiver:,java.io.InterruptedIOException:
441,blk_-4250706752040073149,081110,211158,14498,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
442,blk_-4250706752040073149,081110,211158,14696,INFO,dfs.DataNode$BlockReceiver:,Exception writing
443,blk_-4250706752040073149,081110,211158,14696,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
444,blk_-4250706752040073149,081110,211201,14593,INFO,dfs.DataNode$BlockReceiver:,Changing
445,blk_7228855902021006130,081110,211206,11382,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
446,blk_7228855902021006130,081110,211206,14614,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
447,blk_7228855902021006130,081110,211206,14688,INFO,dfs.DataNode$BlockReceiver:,Changing
448,blk_7228855902021006130,081110,211206,14708,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
449,blk_7228855902021006130,081110,211206,14774,INFO,dfs.DataNode$BlockReceiver:,Changing
450,blk_-71921474325362114,081110,211310,14768,INFO,dfs.DataNode$BlockReceiver:,Receiving
451,blk_-71921474325362114,081110,211311,14576,INFO,dfs.DataNode$BlockReceiver:,Receiving
452,blk_-71921474325362114,081110,211311,14645,INFO,dfs.DataNode$BlockReceiver:,Receiving
453,blk_3609861160995603508,081110,211314,14967,INFO,dfs.DataNode$BlockReceiver:,Receiving
454,blk_3609861160995603508,081110,211315,14796,INFO,dfs.DataNode$BlockReceiver:,Receiving
455,blk_3609861160995603508,081110,211315,14951,INFO,dfs.DataNode$BlockReceiver:,Receiving
456,blk_1050902176407509595,081110,211446,14335,INFO,dfs.DataNode$BlockReceiver:,Receiving
457,blk_1050902176407509595,081110,211446,14385,INFO,dfs.DataNode$BlockReceiver:,Receiving
458,blk_1050902176407509595,081110,211446,14628,INFO,dfs.DataNode$BlockReceiver:,Receiving
459,blk_348119835213310400,081110,211509,14676,INFO,dfs.DataNode$BlockReceiver:,Receiving
460,blk_348119835213310400,081110,211509,14770,INFO,dfs.DataNode$BlockReceiver:,Receiving
461,blk_348119835213310400,081110,211509,14785,INFO,dfs.DataNode$BlockReceiver:,Receiving
462,blk_2340185406486801429,081110,211558,14590,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
463,blk_2340185406486801429,081110,211600,11405,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
464,blk_2340185406486801429,081110,211600,14667,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
465,blk_844104329351281298,081110,211639,14513,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
466,blk_-7390899958692083714,081110,211657,14779,INFO,dfs.DataNode$BlockReceiver:,Receiving
467,blk_-7390899958692083714,081110,211657,14884,INFO,dfs.DataNode$BlockReceiver:,Receiving
468,blk_-7390899958692083714,081110,211657,14901,INFO,dfs.DataNode$BlockReceiver:,Receiving
469,blk_-516029862489211143,081110,211709,14666,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
470,blk_-6680054068554267213,081110,211843,14857,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
471,blk_-1788960961597306137,081110,212125,14815,INFO,dfs.DataNode$BlockReceiver:,Receiving
472,blk_-1788960961597306137,081110,212125,14907,INFO,dfs.DataNode$BlockReceiver:,Receiving
473,blk_-1788960961597306137,081110,212125,15117,INFO,dfs.DataNode$BlockReceiver:,Receiving
474,blk_-6717550663263219116,081110,212215,14643,INFO,dfs.DataNode$BlockReceiver:,Receiving
475,blk_-6717550663263219116,081110,212215,14918,INFO,dfs.DataNode$BlockReceiver:,Receiving
476,blk_-6717550663263219116,081110,212215,14920,INFO,dfs.DataNode$BlockReceiver:,Receiving
477,blk_-3042773258961830175,081110,212446,14745,INFO,dfs.DataNode$BlockReceiver:,Receiving
478,blk_-3042773258961830175,081110,212446,14766,INFO,dfs.DataNode$BlockReceiver:,Receiving
479,blk_-3042773258961830175,081110,212446,14882,INFO,dfs.DataNode$BlockReceiver:,Receiving
480,blk_4831845731467776723,081110,212449,14702,INFO,dfs.DataNode$BlockReceiver:,Receiving
481,blk_4831845731467776723,081110,212449,14787,INFO,dfs.DataNode$BlockReceiver:,Receiving
482,blk_4831845731467776723,081110,212449,15227,INFO,dfs.DataNode$BlockReceiver:,Receiving
483,blk_6080310989519423080,081110,212558,14739,INFO,dfs.DataNode$BlockReceiver:,Receiving
484,blk_6080310989519423080,081110,212558,14965,INFO,dfs.DataNode$BlockReceiver:,Receiving
485,blk_6080310989519423080,081110,212558,14985,INFO,dfs.DataNode$BlockReceiver:,Receiving
486,blk_1013915515115022550,081110,212607,14970,INFO,dfs.DataNode$BlockReceiver:,Receiving
487,blk_1013915515115022550,081110,212607,15084,INFO,dfs.DataNode$BlockReceiver:,Receiving
488,blk_1013915515115022550,081110,212607,15180,INFO,dfs.DataNode$BlockReceiver:,Receiving
489,blk_-2947878294416855818,081110,212629,14766,INFO,dfs.DataNode$BlockReceiver:,Receiving
490,blk_-2947878294416855818,081110,212629,14979,INFO,dfs.DataNode$BlockReceiver:,Receiving
491,blk_-2947878294416855818,081110,212629,15126,INFO,dfs.DataNode$BlockReceiver:,Receiving
492,blk_1534098201120746375,081110,212653,14855,INFO,dfs.DataNode$BlockReceiver:,Receiving
493,blk_1534098201120746375,081110,212653,15097,INFO,dfs.DataNode$BlockReceiver:,Receiving
494,blk_1534098201120746375,081110,212653,15200,INFO,dfs.DataNode$BlockReceiver:,Receiving
495,blk_5058064350797447052,081110,212714,15117,INFO,dfs.DataNode$BlockReceiver:,Receiving
496,blk_5058064350797447052,081110,212714,15118,INFO,dfs.DataNode$BlockReceiver:,Receiving
497,blk_5058064350797447052,081110,212714,15223,INFO,dfs.DataNode$BlockReceiver:,Receiving
498,blk_2338620841917554478,081110,212741,14974,INFO,dfs.DataNode$BlockReceiver:,Receiving
499,blk_2338620841917554478,081110,212741,15065,INFO,dfs.DataNode$BlockReceiver:,Receiving
500,blk_2338620841917554478,081110,212741,15070,INFO,dfs.DataNode$BlockReceiver:,Receiving
501,blk_-3827117096732588878,081110,212749,15143,INFO,dfs.DataNode$BlockReceiver:,Receiving
502,blk_-3827117096732588878,081110,212749,15183,INFO,dfs.DataNode$BlockReceiver:,Receiving
503,blk_-3827117096732588878,081110,212749,15206,INFO,dfs.DataNode$BlockReceiver:,Receiving
504,blk_-1792748662720798948,081110,212757,14560,INFO,dfs.DataNode$BlockReceiver:,Receiving
505,blk_-1792748662720798948,081110,212757,14612,INFO,dfs.DataNode$BlockReceiver:,Receiving
506,blk_-1792748662720798948,081110,212757,15064,INFO,dfs.DataNode$BlockReceiver:,Receiving
507,blk_7033904184224873,081110,213555,15143,INFO,dfs.DataNode$BlockReceiver:,Receiving
508,blk_7033904184224873,081110,213556,15029,INFO,dfs.DataNode$BlockReceiver:,Receiving
509,blk_7033904184224873,081110,213556,15068,INFO,dfs.DataNode$BlockReceiver:,Receiving
510,blk_7659983015573386858,081110,213604,14984,INFO,dfs.DataNode$BlockReceiver:,Receiving
511,blk_7659983015573386858,081110,213604,15297,INFO,dfs.DataNode$BlockReceiver:,Receiving
512,blk_7659983015573386858,081110,213604,15444,INFO,dfs.DataNode$BlockReceiver:,Receiving
513,blk_2932425523370487977,081110,213713,15167,INFO,dfs.DataNode$BlockReceiver:,Receiving
514,blk_2932425523370487977,081110,213713,15399,INFO,dfs.DataNode$BlockReceiver:,Receiving
515,blk_2932425523370487977,081110,213713,15482,INFO,dfs.DataNode$BlockReceiver:,Receiving
516,blk_8898390659480763956,081110,213741,15066,INFO,dfs.DataNode$BlockReceiver:,Receiving
517,blk_8898390659480763956,081110,213741,15430,INFO,dfs.DataNode$BlockReceiver:,Receiving
518,blk_8898390659480763956,081110,213741,15515,INFO,dfs.DataNode$BlockReceiver:,Receiving
519,blk_630134681376986693,081110,213749,14890,INFO,dfs.DataNode$BlockReceiver:,Receiving
520,blk_630134681376986693,081110,213749,15200,INFO,dfs.DataNode$BlockReceiver:,Receiving
521,blk_630134681376986693,081110,213749,15339,INFO,dfs.DataNode$BlockReceiver:,Receiving
522,blk_-2623271032174515097,081110,213817,15165,INFO,dfs.DataNode$BlockReceiver:,Receiving
523,blk_-2623271032174515097,081110,213818,14574,INFO,dfs.DataNode$BlockReceiver:,Receiving
524,blk_-2623271032174515097,081110,213818,15364,INFO,dfs.DataNode$BlockReceiver:,Receiving
525,blk_6553146209195245272,081110,213926,15098,INFO,dfs.DataNode$BlockReceiver:,Receiving
526,blk_6553146209195245272,081110,213926,15353,INFO,dfs.DataNode$BlockReceiver:,Receiving
527,blk_6553146209195245272,081110,213926,15456,INFO,dfs.DataNode$BlockReceiver:,Receiving
528,blk_2122546631085984979,081110,213941,14835,INFO,dfs.DataNode$BlockReceiver:,Receiving
529,blk_2122546631085984979,081110,213941,15148,INFO,dfs.DataNode$BlockReceiver:,Receiving
530,blk_2122546631085984979,081110,213941,15278,INFO,dfs.DataNode$BlockReceiver:,Receiving
531,blk_5724318491431283449,081110,214042,15078,INFO,dfs.DataNode$BlockReceiver:,Receiving
532,blk_5724318491431283449,081110,214042,15196,INFO,dfs.DataNode$BlockReceiver:,Receiving
533,blk_5724318491431283449,081110,214042,15286,INFO,dfs.DataNode$BlockReceiver:,Receiving
534,blk_2261330453935422287,081110,214358,15327,INFO,dfs.DataNode$BlockReceiver:,Receiving
535,blk_2261330453935422287,081110,214358,15512,INFO,dfs.DataNode$BlockReceiver:,Receiving
536,blk_2261330453935422287,081110,214359,15105,INFO,dfs.DataNode$BlockReceiver:,Receiving
537,blk_-50374951794186726,081110,214619,15330,INFO,dfs.DataNode$BlockReceiver:,Receiving
538,blk_-50374951794186726,081110,214620,15589,INFO,dfs.DataNode$BlockReceiver:,Receiving
539,blk_-50374951794186726,081110,214620,15604,INFO,dfs.DataNode$BlockReceiver:,Receiving
540,blk_2570776714084171401,081110,214639,15378,INFO,dfs.DataNode$BlockReceiver:,Receiving
541,blk_2570776714084171401,081110,214640,15136,INFO,dfs.DataNode$BlockReceiver:,Receiving
542,blk_2570776714084171401,081110,214640,15345,INFO,dfs.DataNode$BlockReceiver:,Receiving
543,blk_4886883507473030687,081110,214645,15236,INFO,dfs.DataNode$BlockReceiver:,Receiving
544,blk_4886883507473030687,081110,214645,15442,INFO,dfs.DataNode$BlockReceiver:,Receiving
545,blk_4886883507473030687,081110,214645,15481,INFO,dfs.DataNode$BlockReceiver:,Receiving
546,blk_-6114112147736277526,081110,214739,15249,INFO,dfs.DataNode$BlockReceiver:,Receiving
547,blk_-6114112147736277526,081110,214739,15299,INFO,dfs.DataNode$BlockReceiver:,Receiving
548,blk_-6114112147736277526,081110,214739,15608,INFO,dfs.DataNode$BlockReceiver:,Receiving
549,blk_7070944352278343241,081110,214812,15378,INFO,dfs.DataNode$BlockReceiver:,Receiving
550,blk_7070944352278343241,081110,214812,15449,INFO,dfs.DataNode$BlockReceiver:,Receiving
551,blk_7070944352278343241,081110,214812,15490,INFO,dfs.DataNode$BlockReceiver:,Receiving
552,blk_-7914550273995278453,081110,214912,15118,INFO,dfs.DataNode$BlockReceiver:,Receiving
553,blk_-7914550273995278453,081110,214912,15544,INFO,dfs.DataNode$BlockReceiver:,Receiving
554,blk_-7914550273995278453,081110,214912,15562,INFO,dfs.DataNode$BlockReceiver:,Receiving
555,blk_6458114222245488491,081110,215027,14998,INFO,dfs.DataNode$BlockReceiver:,Receiving
556,blk_6458114222245488491,081110,215027,15502,INFO,dfs.DataNode$BlockReceiver:,Receiving
557,blk_6458114222245488491,081110,215027,15659,INFO,dfs.DataNode$BlockReceiver:,Receiving
558,blk_-534839078251631179,081110,215059,15051,INFO,dfs.DataNode$BlockReceiver:,Receiving
559,blk_-534839078251631179,081110,215059,15568,INFO,dfs.DataNode$BlockReceiver:,Receiving
560,blk_-534839078251631179,081110,215059,15751,INFO,dfs.DataNode$BlockReceiver:,Receiving
