,block_id,first_digits,second_digits,third_digits,message,event_type,trans_fail
1954,blk_-8276787713085594064,081110,222001,16087,INFO,dfs.DataNode$DataTransfer:,Transmitted
1955,blk_-1738630507504774850,081110,222001,16281,INFO,dfs.DataNode$DataTransfer:,Transmitted
1956,blk_-3438234773121211816,081110,222002,15812,INFO,dfs.DataNode$DataTransfer:,Transmitted
1957,blk_-8202295912542331809,081110,222002,15872,INFO,dfs.DataNode$DataTransfer:,Transmitted
1958,blk_-6961599038378018629,081110,222002,15885,INFO,dfs.DataNode$DataTransfer:,Transmitted
1959,blk_-3195725981159919356,081110,222002,15897,INFO,dfs.DataNode$DataTransfer:,Transmitted
1960,blk_1691061922292616654,081110,222002,15919,INFO,dfs.DataNode$DataTransfer:,Transmitted
1961,blk_-3313804920336937895,081110,222002,15921,INFO,dfs.DataNode$DataTransfer:,Transmitted
1962,blk_3726486212536684301,081110,222002,15966,INFO,dfs.DataNode$DataTransfer:,Transmitted
1963,blk_-7888682088282678137,081110,222002,16002,INFO,dfs.DataNode$DataTransfer:,Transmitted
1964,blk_-380161333869221262,081110,222002,16047,INFO,dfs.DataNode$DataTransfer:,Transmitted
1965,blk_-3569999894001658259,081110,222002,16098,INFO,dfs.DataNode$DataTransfer:,Transmitted
1966,blk_-6648693720354583797,081110,222002,16311,INFO,dfs.DataNode$DataTransfer:,Transmitted
1967,blk_963904426957071019,081110,222003,15691,INFO,dfs.DataNode$DataTransfer:,Transmitted
1968,blk_-4180305550033090349,081110,222003,15817,INFO,dfs.DataNode$DataTransfer:,Transmitted
1969,blk_-2566944924662893881,081110,222003,15959,INFO,dfs.DataNode$DataTransfer:,Transmitted
1970,blk_-8144507997487479062,081110,222003,16014,INFO,dfs.DataNode$DataTransfer:,Transmitted
1971,blk_1744631284985875632,081110,222003,16146,INFO,dfs.DataNode$DataTransfer:,Transmitted
1972,blk_-8107641480801493136,081110,222003,16273,INFO,dfs.DataNode$DataTransfer:,Transmitted
1973,blk_-4621363179037577584,081110,222004,15614,INFO,dfs.DataNode$DataTransfer:,Transmitted
1974,blk_-6753947077382480836,081110,222004,15754,INFO,dfs.DataNode$DataTransfer:,Transmitted
1975,blk_-8170656270894818397,081110,222004,15754,INFO,dfs.DataNode$DataTransfer:,Transmitted
1976,blk_-6345024031808582967,081110,222004,15811,INFO,dfs.DataNode$DataTransfer:,Transmitted
1977,blk_852324533538959530,081110,222004,15817,INFO,dfs.DataNode$DataTransfer:,Transmitted
1978,blk_-6584476499984693754,081110,222004,15822,INFO,dfs.DataNode$DataTransfer:,Transmitted
1979,blk_-613411939027250660,081110,222004,15852,INFO,dfs.DataNode$DataTransfer:,Transmitted
1980,blk_2486059398201695116,081110,222004,15889,INFO,dfs.DataNode$DataTransfer:,Transmitted
1981,blk_-5308071080258053756,081110,222004,15900,INFO,dfs.DataNode$DataTransfer:,Transmitted
1982,blk_-4959007020418413879,081110,222004,15932,INFO,dfs.DataNode$DataTransfer:,Transmitted
1983,blk_8280974852793632621,081110,222004,15954,INFO,dfs.DataNode$DataTransfer:,Transmitted
1984,blk_-8136410737687320939,081110,222004,15965,INFO,dfs.DataNode$DataTransfer:,Transmitted
1985,blk_-6322707288748690248,081110,222004,15991,INFO,dfs.DataNode$DataTransfer:,Transmitted
1986,blk_-5025098377112257112,081110,222004,15992,INFO,dfs.DataNode$DataTransfer:,Transmitted
1987,blk_-2047211275328440481,081110,222004,15998,INFO,dfs.DataNode$DataTransfer:,Transmitted
1988,blk_-8230166071158795989,081110,222004,16019,INFO,dfs.DataNode$DataTransfer:,Transmitted
1989,blk_-1715969172302273613,081110,222004,16024,INFO,dfs.DataNode$DataTransfer:,Transmitted
1990,blk_-4673025022805077976,081110,222004,16115,INFO,dfs.DataNode$DataTransfer:,Transmitted
1991,blk_1720374673378191067,081110,222004,16206,INFO,dfs.DataNode$DataTransfer:,Transmitted
1992,blk_-8802304907514362750,081110,222004,16218,INFO,dfs.DataNode$DataTransfer:,Transmitted
1993,blk_-7489848911668760958,081110,222005,15492,INFO,dfs.DataNode$DataTransfer:,Transmitted
1994,blk_1696895825834834630,081110,222005,15512,INFO,dfs.DataNode$DataTransfer:,Transmitted
1995,blk_-2436517756668270074,081110,222005,15708,INFO,dfs.DataNode$DataTransfer:,Transmitted
1996,blk_-5874439185215513626,081110,222005,15889,INFO,dfs.DataNode$DataTransfer:,Transmitted
1997,blk_4103363414290027433,081110,222005,15897,INFO,dfs.DataNode$DataTransfer:,Transmitted
1998,blk_4325047027851215894,081110,222005,15932,INFO,dfs.DataNode$DataTransfer:,Transmitted
1999,blk_-5655257806829114315,081110,222005,15934,INFO,dfs.DataNode$DataTransfer:,Transmitted
2000,blk_-8615052782783159745,081110,222005,15935,INFO,dfs.DataNode$DataTransfer:,Transmitted
2001,blk_-6951086989197136797,081110,222005,15963,INFO,dfs.DataNode$DataTransfer:,Transmitted
2002,blk_6492489344990292445,081110,222005,15967,INFO,dfs.DataNode$DataTransfer:,Transmitted
2003,blk_4571029522633603733,081110,222005,16034,INFO,dfs.DataNode$DataTransfer:,Transmitted
2004,blk_-5720416270131558980,081110,222005,16039,INFO,dfs.DataNode$DataTransfer:,Transmitted
2005,blk_7437668535139550319,081110,222005,16080,INFO,dfs.DataNode$DataTransfer:,Transmitted
2006,blk_-8189229690552753189,081110,222005,16101,INFO,dfs.DataNode$DataTransfer:,Transmitted
2007,blk_-7321006822669944076,081110,222005,16146,INFO,dfs.DataNode$DataTransfer:,Transmitted
2008,blk_-6041304182067421574,081110,222005,16201,INFO,dfs.DataNode$DataTransfer:,Transmitted
2009,blk_460690630118857947,081110,222006,15744,INFO,dfs.DataNode$DataTransfer:,Transmitted
2010,blk_9181257092387158847,081110,222006,15751,INFO,dfs.DataNode$DataTransfer:,Transmitted
2011,blk_-8390876736801322809,081110,222006,15772,INFO,dfs.DataNode$DataTransfer:,Transmitted
2012,blk_4843643350461873372,081110,222006,15948,INFO,dfs.DataNode$DataTransfer:,Transmitted
2013,blk_-6090658469572548335,081110,222006,15951,INFO,dfs.DataNode$DataTransfer:,Transmitted
2014,blk_-7166852829180982159,081110,222006,16018,INFO,dfs.DataNode$DataTransfer:,Transmitted
2015,blk_3662262632797031074,081110,222006,16038,INFO,dfs.DataNode$DataTransfer:,Transmitted
2016,blk_6884526071806835308,081110,222006,16045,INFO,dfs.DataNode$DataTransfer:,Transmitted
2017,blk_3123529609993550190,081110,222006,16068,INFO,dfs.DataNode$DataTransfer:,Transmitted
2018,blk_216803053061173797,081110,222006,16145,INFO,dfs.DataNode$DataTransfer:,Transmitted
2019,blk_-3752021531301902071,081110,222006,16192,INFO,dfs.DataNode$DataTransfer:,Transmitted
2020,blk_-5756777021922134896,081110,222007,15462,INFO,dfs.DataNode$DataTransfer:,Transmitted
2021,blk_6976320237549415249,081110,222007,15881,INFO,dfs.DataNode$DataTransfer:,Transmitted
2022,blk_1617918704428964385,081110,222007,15917,INFO,dfs.DataNode$DataTransfer:,Transmitted
2023,blk_-5221913589007829702,081110,222007,15997,INFO,dfs.DataNode$DataTransfer:,Transmitted
2024,blk_-5193519067549051253,081110,222007,16010,INFO,dfs.DataNode$DataTransfer:,Transmitted
2025,blk_-2326684711351701284,081110,222007,16025,INFO,dfs.DataNode$DataTransfer:,Transmitted
2026,blk_3563925584251306727,081110,222007,16032,INFO,dfs.DataNode$DataTransfer:,Transmitted
2027,blk_4075161709036730296,081110,222007,16071,INFO,dfs.DataNode$DataTransfer:,Transmitted
2028,blk_4539372671748152850,081110,222007,16120,INFO,dfs.DataNode$DataTransfer:,Transmitted
2029,blk_5175477134680697203,081110,222008,15554,INFO,dfs.DataNode$DataTransfer:,Transmitted
2030,blk_5309129999439895345,081110,222008,15894,INFO,dfs.DataNode$DataTransfer:,Transmitted
2031,blk_-4637885088183822911,081110,222008,15965,INFO,dfs.DataNode$DataTransfer:,Transmitted
2032,blk_6130730181859669762,081110,222008,15989,INFO,dfs.DataNode$DataTransfer:,Transmitted
2033,blk_-7452598050997941521,081110,222008,16011,INFO,dfs.DataNode$DataTransfer:,Transmitted
2034,blk_-6151144929297619262,081110,222008,16022,INFO,dfs.DataNode$DataTransfer:,Transmitted
2035,blk_-5598522917744263734,081110,222008,16029,INFO,dfs.DataNode$DataTransfer:,Transmitted
2036,blk_-5865470123332559980,081110,222008,16052,INFO,dfs.DataNode$DataTransfer:,Transmitted
2037,blk_-8027386480989005881,081110,222009,15663,INFO,dfs.DataNode$DataTransfer:,Transmitted
2038,blk_2360091197416227915,081110,222009,15830,INFO,dfs.DataNode$DataTransfer:,Transmitted
2039,blk_-594206205637055437,081110,222009,15842,INFO,dfs.DataNode$DataTransfer:,Transmitted
2040,blk_-7283274632634534662,081110,222009,15915,INFO,dfs.DataNode$DataTransfer:,Transmitted
2041,blk_-8209445467541734104,081110,222009,15922,INFO,dfs.DataNode$DataTransfer:,Transmitted
2042,blk_2265323277046402295,081110,222009,15999,INFO,dfs.DataNode$DataTransfer:,Transmitted
2043,blk_-8225552824339962695,081110,222009,16017,INFO,dfs.DataNode$DataTransfer:,Transmitted
2044,blk_-2526833798441848968,081110,222009,16019,INFO,dfs.DataNode$DataTransfer:,Transmitted
2045,blk_-7425322081110270943,081110,222009,16070,INFO,dfs.DataNode$DataTransfer:,Transmitted
2046,blk_-547482420154342420,081110,222009,16094,INFO,dfs.DataNode$DataTransfer:,Transmitted
2047,blk_-7035934466430008168,081110,222009,16095,INFO,dfs.DataNode$DataTransfer:,Transmitted
2048,blk_4882584398695496787,081110,222009,16123,INFO,dfs.DataNode$DataTransfer:,Transmitted
2049,blk_-6589180216242652490,081110,222009,16205,INFO,dfs.DataNode$DataTransfer:,Transmitted
2050,blk_-8435300459413776348,081110,222009,16217,INFO,dfs.DataNode$DataTransfer:,Transmitted
2051,blk_67459496290211005,081110,222010,15897,INFO,dfs.DataNode$DataTransfer:,Transmitted
2052,blk_-4460877607953119555,081110,222010,15899,INFO,dfs.DataNode$DataTransfer:,Transmitted
2053,blk_-5757812018825857220,081110,222010,16003,INFO,dfs.DataNode$DataTransfer:,Transmitted
2054,blk_-8712198768474595123,081110,222010,16039,INFO,dfs.DataNode$DataTransfer:,Transmitted
2055,blk_-2872662739314644707,081110,222010,16078,INFO,dfs.DataNode$DataTransfer:,Transmitted
2056,blk_-5880084586396176801,081110,222010,16085,INFO,dfs.DataNode$DataTransfer:,Transmitted
2057,blk_-4397235567960546889,081110,222010,16089,INFO,dfs.DataNode$DataTransfer:,Transmitted
2058,blk_313886752846260729,081110,222010,16090,INFO,dfs.DataNode$DataTransfer:,Transmitted
2059,blk_1534711552298687467,081110,222010,16098,INFO,dfs.DataNode$DataTransfer:,Transmitted
2060,blk_-8437698583035232179,081110,222010,16114,INFO,dfs.DataNode$DataTransfer:,Transmitted
2061,blk_-5818571785171748836,081110,222010,16193,INFO,dfs.DataNode$DataTransfer:,Transmitted
2062,blk_-7555000143579045029,081110,222011,15656,INFO,dfs.DataNode$DataTransfer:,Transmitted
2063,blk_2736251498135196075,081110,222011,15745,INFO,dfs.DataNode$DataTransfer:,Transmitted
2064,blk_-4073844203428041555,081110,222011,15781,INFO,dfs.DataNode$DataTransfer:,Transmitted
2065,blk_-6291071664293921708,081110,222011,15873,INFO,dfs.DataNode$DataTransfer:,Transmitted
2066,blk_-8023057939408558313,081110,222011,15900,INFO,dfs.DataNode$DataTransfer:,Transmitted
2067,blk_-4186938068505224390,081110,222011,15929,INFO,dfs.DataNode$DataTransfer:,Transmitted
2068,blk_2737300285716600009,081110,222011,16007,INFO,dfs.DataNode$DataTransfer:,Transmitted
2069,blk_2597486752953940546,081110,222011,16014,INFO,dfs.DataNode$DataTransfer:,Transmitted
2070,blk_-3800595472166056394,081110,222011,16096,INFO,dfs.DataNode$DataTransfer:,Transmitted
2071,blk_-5169099347511225643,081110,222011,16097,INFO,dfs.DataNode$DataTransfer:,Transmitted
2072,blk_-1022089499698905472,081110,222011,16117,INFO,dfs.DataNode$DataTransfer:,Transmitted
2073,blk_-4240289192677121299,081110,222011,16194,INFO,dfs.DataNode$DataTransfer:,Transmitted
2074,blk_-4083262781778584506,081110,222011,16218,INFO,dfs.DataNode$DataTransfer:,Transmitted
2075,blk_-6100983122865803371,081110,222011,16219,INFO,dfs.DataNode$DataTransfer:,Transmitted
2076,blk_2206205674325768812,081110,222011,16285,INFO,dfs.DataNode$DataTransfer:,Transmitted
2077,blk_-7090745263603079629,081110,222012,15664,INFO,dfs.DataNode$DataTransfer:,Transmitted
2078,blk_-8751240749508132850,081110,222012,15790,INFO,dfs.DataNode$DataTransfer:,Transmitted
2079,blk_-8196986472791003964,081110,222012,15814,INFO,dfs.DataNode$DataTransfer:,Transmitted
2080,blk_-2920372331290657564,081110,222012,15862,INFO,dfs.DataNode$DataTransfer:,Transmitted
2081,blk_-2408613421062087841,081110,222012,15913,INFO,dfs.DataNode$DataTransfer:,Transmitted
2082,blk_-3072320712427556341,081110,222012,15961,INFO,dfs.DataNode$DataTransfer:,Transmitted
2083,blk_-284853271349280341,081110,222012,15992,INFO,dfs.DataNode$DataTransfer:,Transmitted
2084,blk_-3595921879974333799,081110,222012,15998,INFO,dfs.DataNode$DataTransfer:,Transmitted
2085,blk_2139489144633435833,081110,222012,16020,INFO,dfs.DataNode$DataTransfer:,Transmitted
2086,blk_-1310550932959505210,081110,222012,16042,INFO,dfs.DataNode$DataTransfer:,Transmitted
2087,blk_-6234614610992184549,081110,222012,16059,INFO,dfs.DataNode$DataTransfer:,Transmitted
2088,blk_8718076773821563691,081110,222012,16092,INFO,dfs.DataNode$DataTransfer:,Transmitted
2089,blk_-5541786089650948271,081110,222012,16157,INFO,dfs.DataNode$DataTransfer:,Transmitted
2090,blk_-2876241258825238131,081110,222012,16214,INFO,dfs.DataNode$DataTransfer:,Transmitted
2091,blk_-5078834423356808015,081110,222012,16280,INFO,dfs.DataNode$DataTransfer:,Transmitted
2092,blk_6762766518296007452,081110,222013,15583,INFO,dfs.DataNode$DataTransfer:,Transmitted
2093,blk_8824171478511605541,081110,222013,15764,INFO,dfs.DataNode$DataTransfer:,Transmitted
2094,blk_-8633303580406340255,081110,222013,15780,INFO,dfs.DataNode$DataTransfer:,Transmitted
2095,blk_-4635499141162458155,081110,222013,15820,INFO,dfs.DataNode$DataTransfer:,Transmitted
2096,blk_-6853524982237060772,081110,222013,15867,INFO,dfs.DataNode$DataTransfer:,Transmitted
2097,blk_-7778728779852844456,081110,222013,15901,INFO,dfs.DataNode$DataTransfer:,Transmitted
2098,blk_4626786289213946728,081110,222013,15935,INFO,dfs.DataNode$DataTransfer:,Transmitted
2099,blk_-8794068254940250043,081110,222013,15951,INFO,dfs.DataNode$DataTransfer:,Transmitted
2100,blk_-2355029791483519283,081110,222013,16002,INFO,dfs.DataNode$DataTransfer:,Transmitted
2101,blk_4479894216141452493,081110,222013,16002,INFO,dfs.DataNode$DataTransfer:,Transmitted
2102,blk_8812123404231457998,081110,222013,16093,INFO,dfs.DataNode$DataTransfer:,Transmitted
2103,blk_7949181377393280399,081110,222013,16216,INFO,dfs.DataNode$DataTransfer:,Transmitted
2104,blk_-5836913823117347364,081110,222013,16239,INFO,dfs.DataNode$DataTransfer:,Transmitted
2105,blk_5794946912754627561,081110,222014,15531,INFO,dfs.DataNode$DataTransfer:,Transmitted
2106,blk_-6820132316911481398,081110,222014,15755,INFO,dfs.DataNode$DataTransfer:,Transmitted
2107,blk_3795526132190501980,081110,222014,15756,INFO,dfs.DataNode$DataTransfer:,Transmitted
2108,blk_2102593185110930184,081110,222014,15778,INFO,dfs.DataNode$DataTransfer:,Transmitted
2109,blk_-803789386256577022,081110,222014,15825,INFO,dfs.DataNode$DataTransfer:,Transmitted
2110,blk_-8915380805664218410,081110,222014,15865,INFO,dfs.DataNode$DataTransfer:,Transmitted
2111,blk_-5474312956399193928,081110,222014,15871,INFO,dfs.DataNode$DataTransfer:,Transmitted
2112,blk_-2852311242328324142,081110,222014,15947,INFO,dfs.DataNode$DataTransfer:,Transmitted
2113,blk_-9178569792241143301,081110,222014,16018,INFO,dfs.DataNode$DataTransfer:,Transmitted
2114,blk_8991707809612560521,081110,222014,16021,INFO,dfs.DataNode$DataTransfer:,Transmitted
2115,blk_2926475833166201576,081110,222014,16060,INFO,dfs.DataNode$DataTransfer:,Transmitted
2116,blk_5442850902996453524,081110,222014,16083,INFO,dfs.DataNode$DataTransfer:,Transmitted
2117,blk_-8582956546362047514,081110,222014,16089,INFO,dfs.DataNode$DataTransfer:,Transmitted
2118,blk_4362162252350745269,081110,222014,16191,INFO,dfs.DataNode$DataTransfer:,Transmitted
2119,blk_-7322142911220931175,081110,222015,15549,INFO,dfs.DataNode$DataTransfer:,Transmitted
2120,blk_-2369467316913880127,081110,222015,15789,INFO,dfs.DataNode$DataTransfer:,Transmitted
2121,blk_-8624033641479243410,081110,222015,15819,INFO,dfs.DataNode$DataTransfer:,Transmitted
2122,blk_2092443321497050156,081110,222015,15909,INFO,dfs.DataNode$DataTransfer:,Transmitted
2123,blk_-2418587637539096573,081110,222015,15910,INFO,dfs.DataNode$DataTransfer:,Transmitted
2124,blk_2739297284459191336,081110,222015,15945,INFO,dfs.DataNode$DataTransfer:,Transmitted
2125,blk_3433568873464998730,081110,222015,15958,INFO,dfs.DataNode$DataTransfer:,Transmitted
2126,blk_3969375516256881411,081110,222015,16000,INFO,dfs.DataNode$DataTransfer:,Transmitted
2127,blk_-2681641123647156035,081110,222015,16036,INFO,dfs.DataNode$DataTransfer:,Transmitted
2128,blk_7182000320127885020,081110,222015,16037,INFO,dfs.DataNode$DataTransfer:,Transmitted
2129,blk_5634507786572010977,081110,222015,16075,INFO,dfs.DataNode$DataTransfer:,Transmitted
2130,blk_527018547289541929,081110,222015,16135,INFO,dfs.DataNode$DataTransfer:,Transmitted
2131,blk_797263375273454863,081110,222016,15502,INFO,dfs.DataNode$DataTransfer:,Transmitted
2132,blk_-5847169327057651195,081110,222016,15613,INFO,dfs.DataNode$DataTransfer:,Transmitted
2133,blk_-4162683784611445265,081110,222016,15775,INFO,dfs.DataNode$DataTransfer:,Transmitted
2134,blk_-6734674857298513455,081110,222016,15821,INFO,dfs.DataNode$DataTransfer:,Transmitted
2135,blk_-6924876194401344684,081110,222016,15900,INFO,dfs.DataNode$DataTransfer:,Transmitted
2136,blk_-7013076120485818145,081110,222016,15936,INFO,dfs.DataNode$DataTransfer:,Transmitted
2137,blk_4850795740151118967,081110,222016,15956,INFO,dfs.DataNode$DataTransfer:,Transmitted
2138,blk_4297048942476032148,081110,222016,15964,INFO,dfs.DataNode$DataTransfer:,Transmitted
2139,blk_-5807017255699548907,081110,222016,15965,INFO,dfs.DataNode$DataTransfer:,Transmitted
2140,blk_3144249628859093885,081110,222016,15970,INFO,dfs.DataNode$DataTransfer:,Transmitted
2141,blk_7694423528697377290,081110,222016,16038,INFO,dfs.DataNode$DataTransfer:,Transmitted
2142,blk_-8678374522802152730,081110,222016,16044,INFO,dfs.DataNode$DataTransfer:,Transmitted
2143,blk_-1470250012612845302,081110,222016,16103,INFO,dfs.DataNode$DataTransfer:,Transmitted
2144,blk_3236166133669552860,081110,222016,16172,INFO,dfs.DataNode$DataTransfer:,Transmitted
2145,blk_7909998063853409666,081110,222016,16179,INFO,dfs.DataNode$DataTransfer:,Transmitted
2146,blk_2603599708920361102,081110,222017,15514,INFO,dfs.DataNode$DataTransfer:,Transmitted
2147,blk_-4909391424474506547,081110,222017,15823,INFO,dfs.DataNode$DataTransfer:,Transmitted
2148,blk_8996749936814406753,081110,222017,15882,INFO,dfs.DataNode$DataTransfer:,Transmitted
2149,blk_-5997163437874538341,081110,222017,16012,INFO,dfs.DataNode$DataTransfer:,Transmitted
2150,blk_7122460910286990178,081110,222017,16028,INFO,dfs.DataNode$DataTransfer:,Transmitted
2151,blk_-7847688500862041222,081110,222017,16044,INFO,dfs.DataNode$DataTransfer:,Transmitted
2152,blk_-242577143172027862,081110,222017,16060,INFO,dfs.DataNode$DataTransfer:,Transmitted
2153,blk_-8760586164991887412,081110,222017,16113,INFO,dfs.DataNode$DataTransfer:,Transmitted
2154,blk_-6524920063845081398,081110,222017,16147,INFO,dfs.DataNode$DataTransfer:,Transmitted
2155,blk_-5610500822709406461,081110,222017,16156,INFO,dfs.DataNode$DataTransfer:,Transmitted
2156,blk_-5823383260498335209,081110,222017,16312,INFO,dfs.DataNode$DataTransfer:,Transmitted
2157,blk_-1851783189668914416,081110,222017,16339,INFO,dfs.DataNode$DataTransfer:,Transmitted
2158,blk_1391243942319656878,081110,222018,15698,INFO,dfs.DataNode$DataTransfer:,Transmitted
2159,blk_-1813557044270533275,081110,222018,15761,INFO,dfs.DataNode$DataTransfer:,Transmitted
2160,blk_-1658099833798231226,081110,222018,15898,INFO,dfs.DataNode$DataTransfer:,Transmitted
2161,blk_4546946686289288688,081110,222018,15946,INFO,dfs.DataNode$DataTransfer:,Transmitted
2162,blk_-8778583901590242100,081110,222018,15964,INFO,dfs.DataNode$DataTransfer:,Transmitted
2163,blk_4291318145656161490,081110,222018,16023,INFO,dfs.DataNode$DataTransfer:,Transmitted
2164,blk_-7722587184407799771,081110,222018,16040,INFO,dfs.DataNode$DataTransfer:,Transmitted
2165,blk_-5110535268070606931,081110,222018,16063,INFO,dfs.DataNode$DataTransfer:,Transmitted
2166,blk_3646512937384656348,081110,222018,16178,INFO,dfs.DataNode$DataTransfer:,Transmitted
2167,blk_-3787582773999680141,081110,222019,15760,INFO,dfs.DataNode$DataTransfer:,Transmitted
2168,blk_-6186615758588920735,081110,222019,15788,INFO,dfs.DataNode$DataTransfer:,Transmitted
2169,blk_8493348424032030380,081110,222019,15905,INFO,dfs.DataNode$DataTransfer:,Transmitted
2170,blk_-4602916920024386499,081110,222019,15923,INFO,dfs.DataNode$DataTransfer:,Transmitted
2171,blk_5846884045151323313,081110,222019,15970,INFO,dfs.DataNode$DataTransfer:,Transmitted
2172,blk_-4200855316404582665,081110,222019,15997,INFO,dfs.DataNode$DataTransfer:,Transmitted
2173,blk_2122673086016825998,081110,222019,16021,INFO,dfs.DataNode$DataTransfer:,Transmitted
2174,blk_-6984265342565442000,081110,222019,16024,INFO,dfs.DataNode$DataTransfer:,Transmitted
2175,blk_4816752760217738411,081110,222019,16059,INFO,dfs.DataNode$DataTransfer:,Transmitted
2176,blk_2711184988991466059,081110,222019,16091,INFO,dfs.DataNode$DataTransfer:,Transmitted
2177,blk_-6288231767145422898,081110,222019,16125,INFO,dfs.DataNode$DataTransfer:,Transmitted
2178,blk_2809611582004032667,081110,222019,16227,INFO,dfs.DataNode$DataTransfer:,Transmitted
2179,blk_-6402166230404118186,081110,222020,15657,INFO,dfs.DataNode$DataTransfer:,Transmitted
2180,blk_1985708466546456106,081110,222020,15762,INFO,dfs.DataNode$DataTransfer:,Transmitted
2181,blk_-6115150937408356071,081110,222020,15765,INFO,dfs.DataNode$DataTransfer:,Transmitted
2182,blk_3240721328400494914,081110,222020,15782,INFO,dfs.DataNode$DataTransfer:,Transmitted
2183,blk_3148186072883764044,081110,222020,15851,INFO,dfs.DataNode$DataTransfer:,Transmitted
2184,blk_5839236221302869904,081110,222020,15897,INFO,dfs.DataNode$DataTransfer:,Transmitted
2185,blk_4223680989694832409,081110,222020,15899,INFO,dfs.DataNode$DataTransfer:,Transmitted
2186,blk_-3832276316994592549,081110,222020,15921,INFO,dfs.DataNode$DataTransfer:,Transmitted
2187,blk_482056686108128286,081110,222020,16109,INFO,dfs.DataNode$DataTransfer:,Transmitted
2188,blk_-6005910233640450696,081110,222021,15493,INFO,dfs.DataNode$DataTransfer:,Transmitted
2189,blk_-6295139703348147321,081110,222021,15713,INFO,dfs.DataNode$DataTransfer:,Transmitted
2190,blk_-5285132021094667425,081110,222021,15861,INFO,dfs.DataNode$DataTransfer:,Transmitted
2191,blk_198672059610731768,081110,222021,15879,INFO,dfs.DataNode$DataTransfer:,Transmitted
2192,blk_-8493620874075260192,081110,222021,15898,INFO,dfs.DataNode$DataTransfer:,Transmitted
2193,blk_4900237127386502553,081110,222021,15965,INFO,dfs.DataNode$DataTransfer:,Transmitted
2194,blk_-4267211133831041898,081110,222021,16011,INFO,dfs.DataNode$DataTransfer:,Transmitted
2195,blk_-5185153455021787606,081110,222021,16049,INFO,dfs.DataNode$DataTransfer:,Transmitted
2196,blk_8315581174831917286,081110,222021,16078,INFO,dfs.DataNode$DataTransfer:,Transmitted
2197,blk_-9086090945607925945,081110,222021,16085,INFO,dfs.DataNode$DataTransfer:,Transmitted
2198,blk_-5635860671398225880,081110,222022,15625,INFO,dfs.DataNode$DataTransfer:,Transmitted
2199,blk_3797570150309008030,081110,222022,15735,INFO,dfs.DataNode$DataTransfer:,Transmitted
2200,blk_-6588322121033373703,081110,222022,15958,INFO,dfs.DataNode$DataTransfer:,Transmitted
2201,blk_7342022561458178142,081110,222022,15977,INFO,dfs.DataNode$DataTransfer:,Transmitted
2202,blk_-3704404456914838826,081110,222022,16001,INFO,dfs.DataNode$DataTransfer:,Transmitted
2203,blk_1598851779650365034,081110,222022,16008,INFO,dfs.DataNode$DataTransfer:,Transmitted
2204,blk_-3950432366459326819,081110,222022,16027,INFO,dfs.DataNode$DataTransfer:,Transmitted
2205,blk_3253345459862077871,081110,222022,16093,INFO,dfs.DataNode$DataTransfer:,Transmitted
2206,blk_4225387062200903436,081110,222022,16168,INFO,dfs.DataNode$DataTransfer:,Transmitted
2207,blk_-2577564740050142351,081110,222023,15714,INFO,dfs.DataNode$DataTransfer:,Transmitted
2208,blk_3339972090711154836,081110,222023,15828,INFO,dfs.DataNode$DataTransfer:,Transmitted
2209,blk_5856712022537566878,081110,222023,15867,INFO,dfs.DataNode$DataTransfer:,Transmitted
2210,blk_-7545383382877785669,081110,222023,15952,INFO,dfs.DataNode$DataTransfer:,Transmitted
2211,blk_8570349561039516181,081110,222023,16015,INFO,dfs.DataNode$DataTransfer:,Transmitted
2212,blk_8814243306550388868,081110,222023,16095,INFO,dfs.DataNode$DataTransfer:,Transmitted
2213,blk_7354169227813880290,081110,222023,16096,INFO,dfs.DataNode$DataTransfer:,Transmitted
2214,blk_3488496132553314351,081110,222023,16107,INFO,dfs.DataNode$DataTransfer:,Transmitted
2215,blk_7653368769750971126,081110,222023,16264,INFO,dfs.DataNode$DataTransfer:,Transmitted
2216,blk_3281755063651510096,081110,222024,15633,INFO,dfs.DataNode$DataTransfer:,Transmitted
2217,blk_1740218372131864917,081110,222024,15666,INFO,dfs.DataNode$DataTransfer:,Transmitted
2218,blk_2661732030409671846,081110,222024,15765,INFO,dfs.DataNode$DataTransfer:,Transmitted
2219,blk_-7310713363912567626,081110,222024,15883,INFO,dfs.DataNode$DataTransfer:,Transmitted
2220,blk_3743709390372113746,081110,222024,15898,INFO,dfs.DataNode$DataTransfer:,Transmitted
2221,blk_-5376668733472264687,081110,222024,15939,INFO,dfs.DataNode$DataTransfer:,Transmitted
2222,blk_2554259425518533766,081110,222024,15945,INFO,dfs.DataNode$DataTransfer:,Transmitted
2223,blk_-7107879183339094317,081110,222024,15981,INFO,dfs.DataNode$DataTransfer:,Transmitted
2224,blk_-1412662046745599548,081110,222024,16041,INFO,dfs.DataNode$DataTransfer:,Transmitted
2225,blk_4760623740531330309,081110,222024,16057,INFO,dfs.DataNode$DataTransfer:,Transmitted
2226,blk_7982559691682033683,081110,222024,16105,INFO,dfs.DataNode$DataTransfer:,Transmitted
2227,blk_-754472185608089818,081110,222024,16106,INFO,dfs.DataNode$DataTransfer:,Transmitted
2228,blk_-3712525543468297980,081110,222024,16114,INFO,dfs.DataNode$DataTransfer:,Transmitted
2229,blk_8044933090641029994,081110,222024,16341,INFO,dfs.DataNode$DataTransfer:,Transmitted
