,block_id,first_digits,second_digits,third_digits,message,event_type
1152,blk_-5847169327057651195,081110,211439,19,INFO,dfs.DataNode:
1153,blk_2806786215629483376,081110,211439,19,INFO,dfs.DataNode:
1154,blk_-567921149745101248,081110,211439,19,INFO,dfs.DataNode:
1155,blk_2535147714839984699,081110,211439,19,INFO,dfs.DataNode:
1156,blk_2737300285716600009,081110,211439,19,INFO,dfs.DataNode:
1157,blk_4898643033968543040,081110,211439,19,INFO,dfs.DataNode:
1158,blk_2188903667231824335,081110,211439,19,INFO,dfs.DataNode:
1159,blk_3148186072883764044,081110,211439,19,INFO,dfs.DataNode:
1160,blk_-2388785802757663160,081110,211439,19,INFO,dfs.DataNode:
1161,blk_-3566768386944303012,081110,211439,19,INFO,dfs.DataNode:
1162,blk_-540999710485847055,081110,211439,19,INFO,dfs.DataNode:
1163,blk_5748457160071658994,081110,211439,19,INFO,dfs.DataNode:
1164,blk_6130730181859669762,081110,211439,19,INFO,dfs.DataNode:
1165,blk_-6695020171315182425,081110,211439,19,INFO,dfs.DataNode:
1166,blk_-8189229690552753189,081110,211439,19,INFO,dfs.DataNode:
1167,blk_-6263045572838908439,081110,211439,19,INFO,dfs.DataNode:
1168,blk_7145733201652844454,081110,211440,18,INFO,dfs.DataNode:
1169,blk_5983930413476937408,081110,211440,18,INFO,dfs.DataNode:
1170,blk_948234821311834366,081110,211440,18,INFO,dfs.DataNode:
1171,blk_816694311890575869,081110,211440,19,INFO,dfs.DataNode:
1172,blk_1885441438891385427,081110,211440,19,INFO,dfs.DataNode:
1173,blk_2711184988991466059,081110,211440,19,INFO,dfs.DataNode:
1174,blk_2526469856489399939,081110,211440,19,INFO,dfs.DataNode:
1175,blk_-9137722442806672784,081110,211440,19,INFO,dfs.DataNode:
1176,blk_3601294872968203220,081110,211440,19,INFO,dfs.DataNode:
1177,blk_279052447871797446,081110,211440,19,INFO,dfs.DataNode:
1178,blk_1713775507701547377,081110,211440,19,INFO,dfs.DataNode:
1179,blk_-356693838261750578,081110,211440,19,INFO,dfs.DataNode:
1180,blk_4832637790354680617,081110,211440,19,INFO,dfs.DataNode:
1181,blk_593203340211743004,081110,211440,19,INFO,dfs.DataNode:
1182,blk_2554259425518533766,081110,211440,19,INFO,dfs.DataNode:
1183,blk_1598851779650365034,081110,211440,19,INFO,dfs.DataNode:
1184,blk_20600749373174877,081110,211440,19,INFO,dfs.DataNode:
1185,blk_3946874828951868829,081110,211440,19,INFO,dfs.DataNode:
1186,blk_4103363414290027433,081110,211440,19,INFO,dfs.DataNode:
1187,blk_-4647007782444386662,081110,211440,19,INFO,dfs.DataNode:
1188,blk_6178246274786083013,081110,211440,19,INFO,dfs.DataNode:
1189,blk_-4909391424474506547,081110,211441,18,INFO,dfs.DataNode:
1190,blk_4922231339986627016,081110,211441,18,INFO,dfs.DataNode:
1191,blk_67459496290211005,081110,211441,19,INFO,dfs.DataNode:
1192,blk_-81414251439139733,081110,211441,19,INFO,dfs.DataNode:
1193,blk_963904426957071019,081110,211441,19,INFO,dfs.DataNode:
1194,blk_-359537616433853887,081110,211441,19,INFO,dfs.DataNode:
1195,blk_3707136813897643803,081110,211441,19,INFO,dfs.DataNode:
1196,blk_-68359330973979453,081110,211441,19,INFO,dfs.DataNode:
1197,blk_54228475487369401,081110,211441,19,INFO,dfs.DataNode:
1198,blk_2288202194796303935,081110,211441,19,INFO,dfs.DataNode:
1199,blk_5438004616990414649,081110,211441,19,INFO,dfs.DataNode:
1200,blk_2004766715826639228,081110,211441,19,INFO,dfs.DataNode:
1201,blk_1238648584657832083,081110,211441,19,INFO,dfs.DataNode:
1202,blk_1375833768007236572,081110,211441,19,INFO,dfs.DataNode:
1203,blk_-226461912330794216,081110,211441,19,INFO,dfs.DataNode:
1204,blk_-6121726052003558602,081110,211441,19,INFO,dfs.DataNode:
1205,blk_7629672081778551658,081110,211441,19,INFO,dfs.DataNode:
1206,blk_1852604768838050637,081110,211441,19,INFO,dfs.DataNode:
1207,blk_7299387759753701808,081110,211442,18,INFO,dfs.DataNode:
1208,blk_693296634649576753,081110,211442,18,INFO,dfs.DataNode:
1209,blk_8667431395212782417,081110,211442,19,INFO,dfs.DataNode:
1210,blk_6229154532651943549,081110,211444,19,INFO,dfs.DataNode:
1211,blk_4539372671748152850,081110,211444,19,INFO,dfs.DataNode:
1212,blk_-7348412319722102451,081110,211445,19,INFO,dfs.DataNode:
1213,blk_189047241229896855,081110,211445,19,INFO,dfs.DataNode:
1214,blk_-6452033632085825834,081110,211445,19,INFO,dfs.DataNode:
1215,blk_2741965161086243141,081110,211446,19,INFO,dfs.DataNode:
1216,blk_6993207432366600030,081110,211446,19,INFO,dfs.DataNode:
1217,blk_-4637885088183822911,081110,211446,19,INFO,dfs.DataNode:
1218,blk_482056686108128286,081110,211446,19,INFO,dfs.DataNode:
1219,blk_5794946912754627561,081110,211447,19,INFO,dfs.DataNode:
1220,blk_4816752760217738411,081110,211447,19,INFO,dfs.DataNode:
1221,blk_4773901096166670369,081110,211447,19,INFO,dfs.DataNode:
1222,blk_-4083262781778584506,081110,211447,19,INFO,dfs.DataNode:
1223,blk_3240721328400494914,081110,211448,18,INFO,dfs.DataNode:
1224,blk_-349086028036785104,081110,211448,19,INFO,dfs.DataNode:
1225,blk_6840344428923785208,081110,211448,19,INFO,dfs.DataNode:
1226,blk_5488525184557154951,081110,211448,19,INFO,dfs.DataNode:
1227,blk_1617918704428964385,081110,211449,19,INFO,dfs.DataNode:
1228,blk_527018547289541929,081110,211449,19,INFO,dfs.DataNode:
1229,blk_1191524901712345580,081110,211449,19,INFO,dfs.DataNode:
1230,blk_198672059610731768,081110,211450,19,INFO,dfs.DataNode:
1231,blk_956110349654312915,081110,211450,19,INFO,dfs.DataNode:
1232,blk_148222757604265864,081110,211450,19,INFO,dfs.DataNode:
1233,blk_4546946686289288688,081110,211450,19,INFO,dfs.DataNode:
1234,blk_-7887534571942246570,081110,211451,19,INFO,dfs.DataNode:
1235,blk_3488496132553314351,081110,211451,19,INFO,dfs.DataNode:
1236,blk_7178080025451301628,081110,211451,19,INFO,dfs.DataNode:
1237,blk_7374604766253161855,081110,211451,19,INFO,dfs.DataNode:
1238,blk_5661842593486759021,081110,211452,19,INFO,dfs.DataNode:
1239,blk_8493348424032030380,081110,211452,19,INFO,dfs.DataNode:
1240,blk_8733207307274707905,081110,211452,19,INFO,dfs.DataNode:
1241,blk_382037638461829639,081110,211452,19,INFO,dfs.DataNode:
1242,blk_5270323956925935581,081110,211452,19,INFO,dfs.DataNode:
1243,blk_-513478492544419012,081110,211452,19,INFO,dfs.DataNode:
1244,blk_437614220037741288,081110,211452,19,INFO,dfs.DataNode:
1245,blk_6547729596040509998,081110,211453,19,INFO,dfs.DataNode:
1246,blk_5900098862036866764,081110,211453,19,INFO,dfs.DataNode:
1247,blk_227385790568806987,081110,211453,19,INFO,dfs.DataNode:
1248,blk_216803053061173797,081110,211453,19,INFO,dfs.DataNode:
1249,blk_851467630856123600,081110,211453,19,INFO,dfs.DataNode:
1250,blk_259895902629823768,081110,211453,19,INFO,dfs.DataNode:
1251,blk_3610288459753766486,081110,211453,19,INFO,dfs.DataNode:
1252,blk_553099671786456974,081110,211453,19,INFO,dfs.DataNode:
1253,blk_2859857232756847937,081110,211454,18,INFO,dfs.DataNode:
1254,blk_3969375516256881411,081110,211454,18,INFO,dfs.DataNode:
1255,blk_4127723053999939825,081110,211454,19,INFO,dfs.DataNode:
1256,blk_-251801448201424931,081110,211454,19,INFO,dfs.DataNode:
1257,blk_4866746436375036668,081110,211454,19,INFO,dfs.DataNode:
1258,blk_6229880542357364160,081110,211454,19,INFO,dfs.DataNode:
1259,blk_-380161333869221262,081110,211454,19,INFO,dfs.DataNode:
1260,blk_5421739088268525018,081110,211455,19,INFO,dfs.DataNode:
1261,blk_-3072320712427556341,081110,211455,19,INFO,dfs.DataNode:
1262,blk_1702271892792890086,081110,211455,19,INFO,dfs.DataNode:
1263,blk_2139489144633435833,081110,211455,19,INFO,dfs.DataNode:
1264,blk_1740218372131864917,081110,211455,19,INFO,dfs.DataNode:
1265,blk_1985708466546456106,081110,211455,19,INFO,dfs.DataNode:
1266,blk_5621907375887314213,081110,211455,19,INFO,dfs.DataNode:
1267,blk_6232676081162470239,081110,211455,19,INFO,dfs.DataNode:
1268,blk_7352772543168163240,081110,211456,19,INFO,dfs.DataNode:
1269,blk_393484080492133202,081110,211456,19,INFO,dfs.DataNode:
1270,blk_4225387062200903436,081110,211456,19,INFO,dfs.DataNode:
1271,blk_6431291615021754175,081110,211456,19,INFO,dfs.DataNode:
1272,blk_3123529609993550190,081110,211456,19,INFO,dfs.DataNode:
1273,blk_1469431927032838198,081110,211456,19,INFO,dfs.DataNode:
1274,blk_-4782991111596010689,081110,211456,19,INFO,dfs.DataNode:
1275,blk_3144249628859093885,081110,211456,19,INFO,dfs.DataNode:
1276,blk_6011448445473957208,081110,211456,19,INFO,dfs.DataNode:
1277,blk_2944081537561523757,081110,211457,19,INFO,dfs.DataNode:
1278,blk_-6934155859147541945,081110,211457,19,INFO,dfs.DataNode:
1279,blk_3667151322157774039,081110,211457,19,INFO,dfs.DataNode:
1280,blk_797263375273454863,081110,211457,19,INFO,dfs.DataNode:
1281,blk_2809611582004032667,081110,211457,19,INFO,dfs.DataNode:
1282,blk_-167767603639381540,081110,211457,19,INFO,dfs.DataNode:
1283,blk_4667315814735310301,081110,211457,19,INFO,dfs.DataNode:
1284,blk_2092443321497050156,081110,211457,19,INFO,dfs.DataNode:
1285,blk_6547606355637782856,081110,211458,19,INFO,dfs.DataNode:
1286,blk_-178318192141598556,081110,211458,19,INFO,dfs.DataNode:
1287,blk_-1211781722321304892,081110,211458,19,INFO,dfs.DataNode:
1288,blk_3236166133669552860,081110,211458,19,INFO,dfs.DataNode:
1289,blk_1874010307074894308,081110,211458,19,INFO,dfs.DataNode:
1290,blk_5442850902996453524,081110,211458,19,INFO,dfs.DataNode:
1291,blk_-212879379851735628,081110,211458,19,INFO,dfs.DataNode:
1292,blk_4313209704459823410,081110,211458,19,INFO,dfs.DataNode:
1293,blk_4971804673746553089,081110,211458,19,INFO,dfs.DataNode:
1294,blk_4297048942476032148,081110,211458,19,INFO,dfs.DataNode:
1295,blk_841792676830934801,081110,211459,18,INFO,dfs.DataNode:
1296,blk_3563925584251306727,081110,211459,19,INFO,dfs.DataNode:
1297,blk_4291318145656161490,081110,211459,19,INFO,dfs.DataNode:
1298,blk_5120956600062524984,081110,211459,19,INFO,dfs.DataNode:
1299,blk_3899910214759604449,081110,211459,19,INFO,dfs.DataNode:
1300,blk_2756921036181439171,081110,211459,19,INFO,dfs.DataNode:
1301,blk_852324533538959530,081110,211459,19,INFO,dfs.DataNode:
1302,blk_162172225125027577,081110,211459,19,INFO,dfs.DataNode:
1303,blk_8493100498254357956,081110,211500,18,INFO,dfs.DataNode:
1304,blk_2698265434426124890,081110,211500,18,INFO,dfs.DataNode:
1305,blk_7411960041026482351,081110,211500,19,INFO,dfs.DataNode:
1306,blk_-1660484844914163819,081110,211500,19,INFO,dfs.DataNode:
1307,blk_1643505071868274657,081110,211500,19,INFO,dfs.DataNode:
1308,blk_4571029522633603733,081110,211500,19,INFO,dfs.DataNode:
1309,blk_5240632065631390212,081110,211500,19,INFO,dfs.DataNode:
1310,blk_1139289635428624986,081110,211500,19,INFO,dfs.DataNode:
1311,blk_1865953191447352631,081110,211501,19,INFO,dfs.DataNode:
1312,blk_8553366700445586620,081110,211501,19,INFO,dfs.DataNode:
1313,blk_2812627854698413854,081110,211501,19,INFO,dfs.DataNode:
1314,blk_4362162252350745269,081110,211501,19,INFO,dfs.DataNode:
1315,blk_-398652983670437467,081110,211501,19,INFO,dfs.DataNode:
1316,blk_3357812815180190772,081110,211501,19,INFO,dfs.DataNode:
1317,blk_2122673086016825998,081110,211501,19,INFO,dfs.DataNode:
1318,blk_3374217880444090375,081110,211501,19,INFO,dfs.DataNode:
1319,blk_2670713949484884222,081110,211501,19,INFO,dfs.DataNode:
1320,blk_-1412662046745599548,081110,211501,19,INFO,dfs.DataNode:
1321,blk_1000398159205030556,081110,211501,19,INFO,dfs.DataNode:
1322,blk_7642915762181838814,081110,211501,19,INFO,dfs.DataNode:
1323,blk_2556292205766745959,081110,211502,18,INFO,dfs.DataNode:
1324,blk_3031190505447070635,081110,211502,19,INFO,dfs.DataNode:
1325,blk_3330346922298364392,081110,211502,19,INFO,dfs.DataNode:
1326,blk_7659024277994477702,081110,211502,19,INFO,dfs.DataNode:
1327,blk_8824171478511605541,081110,211502,19,INFO,dfs.DataNode:
1328,blk_4305616993553069387,081110,211502,19,INFO,dfs.DataNode:
1329,blk_7191038126559530946,081110,211502,19,INFO,dfs.DataNode:
1330,blk_1391243942319656878,081110,211503,18,INFO,dfs.DataNode:
1331,blk_2739297284459191336,081110,211503,18,INFO,dfs.DataNode:
1332,blk_229616136806723820,081110,211503,18,INFO,dfs.DataNode:
1333,blk_704713868087249375,081110,211503,19,INFO,dfs.DataNode:
1334,blk_2041939528483770920,081110,211503,19,INFO,dfs.DataNode:
1335,blk_9053403394183598014,081110,211503,19,INFO,dfs.DataNode:
1336,blk_5646121044487845636,081110,211503,19,INFO,dfs.DataNode:
1337,blk_5354913076093007250,081110,211503,19,INFO,dfs.DataNode:
1338,blk_8541431573595533224,081110,211503,19,INFO,dfs.DataNode:
1339,blk_9143425825556720969,081110,211504,18,INFO,dfs.DataNode:
1340,blk_6252328962879701479,081110,211504,18,INFO,dfs.DataNode:
1341,blk_3382458523663702923,081110,211504,19,INFO,dfs.DataNode:
1342,blk_8996749936814406753,081110,211504,19,INFO,dfs.DataNode:
1343,blk_4456916653767480203,081110,211504,19,INFO,dfs.DataNode:
1344,blk_3339972090711154836,081110,211504,19,INFO,dfs.DataNode:
1345,blk_6566626544455640056,081110,211504,19,INFO,dfs.DataNode:
1346,blk_2736251498135196075,081110,211504,19,INFO,dfs.DataNode:
1347,blk_7133863357671553510,081110,211504,19,INFO,dfs.DataNode:
1348,blk_603684260619172112,081110,211504,19,INFO,dfs.DataNode:
1349,blk_7168792264343856790,081110,211504,19,INFO,dfs.DataNode:
1350,blk_1717924900448473762,081110,211504,19,INFO,dfs.DataNode:
1351,blk_5843837097885848433,081110,211505,18,INFO,dfs.DataNode:
1352,blk_1763423430894029656,081110,211505,19,INFO,dfs.DataNode:
1353,blk_7437668535139550319,081110,211505,19,INFO,dfs.DataNode:
1354,blk_281348649977453375,081110,211505,19,INFO,dfs.DataNode:
1355,blk_4626786289213946728,081110,211505,19,INFO,dfs.DataNode:
1356,blk_-309961284297023610,081110,211505,19,INFO,dfs.DataNode:
1357,blk_1534711552298687467,081110,211505,19,INFO,dfs.DataNode:
1358,blk_7608151113726761274,081110,211505,19,INFO,dfs.DataNode:
1359,blk_5059164399806081525,081110,211505,19,INFO,dfs.DataNode:
1360,blk_4966240420638082646,081110,211505,19,INFO,dfs.DataNode:
1361,blk_7949181377393280399,081110,211505,19,INFO,dfs.DataNode:
1362,blk_1744631284985875632,081110,211506,18,INFO,dfs.DataNode:
1363,blk_5856712022537566878,081110,211506,18,INFO,dfs.DataNode:
1364,blk_1691061922292616654,081110,211506,19,INFO,dfs.DataNode:
1365,blk_7576601451979657314,081110,211506,19,INFO,dfs.DataNode:
1366,blk_8131385485080675446,081110,211506,19,INFO,dfs.DataNode:
1367,blk_1070960099830960091,081110,211506,19,INFO,dfs.DataNode:
1368,blk_8419758312265159089,081110,211506,19,INFO,dfs.DataNode:
1369,blk_4991142646117876989,081110,211506,19,INFO,dfs.DataNode:
1370,blk_5755041026374960709,081110,211506,19,INFO,dfs.DataNode:
1371,blk_6678194020222639262,081110,211506,19,INFO,dfs.DataNode:
1372,blk_2703218257114046060,081110,211506,19,INFO,dfs.DataNode:
1373,blk_2603599708920361102,081110,211506,19,INFO,dfs.DataNode:
1374,blk_3281755063651510096,081110,211507,19,INFO,dfs.DataNode:
1375,blk_3743709390372113746,081110,211507,19,INFO,dfs.DataNode:
1376,blk_1220047945946748284,081110,211507,19,INFO,dfs.DataNode:
1377,blk_4882584398695496787,081110,211507,19,INFO,dfs.DataNode:
1378,blk_7444139959016934254,081110,211507,19,INFO,dfs.DataNode:
1379,blk_5116660163839697301,081110,211507,19,INFO,dfs.DataNode:
1380,blk_8718076773821563691,081110,211507,19,INFO,dfs.DataNode:
1381,blk_-1813557044270533275,081110,211507,19,INFO,dfs.DataNode:
1382,blk_-1930738006211600182,081110,211507,19,INFO,dfs.DataNode:
1383,blk_4843643350461873372,081110,211507,19,INFO,dfs.DataNode:
1384,blk_2265323277046402295,081110,211507,19,INFO,dfs.DataNode:
1385,blk_3253345459862077871,081110,211508,19,INFO,dfs.DataNode:
1386,blk_2797439581712079206,081110,211508,19,INFO,dfs.DataNode:
1387,blk_7084584707065352971,081110,211508,19,INFO,dfs.DataNode:
1388,blk_-547482420154342420,081110,211508,19,INFO,dfs.DataNode:
1389,blk_5846884045151323313,081110,211509,18,INFO,dfs.DataNode:
1390,blk_6746891125794511327,081110,211509,18,INFO,dfs.DataNode:
1391,blk_8580468626188960551,081110,211509,18,INFO,dfs.DataNode:
1392,blk_3248625504725572992,081110,211509,19,INFO,dfs.DataNode:
1393,blk_3262801690890853562,081110,211509,19,INFO,dfs.DataNode:
1394,blk_5565912571222676538,081110,211509,19,INFO,dfs.DataNode:
1395,blk_8391112948168343871,081110,211509,19,INFO,dfs.DataNode:
1396,blk_5121652455250621060,081110,211509,19,INFO,dfs.DataNode:
1397,blk_313886752846260729,081110,211509,19,INFO,dfs.DataNode:
1398,blk_3663533240450687684,081110,211509,19,INFO,dfs.DataNode:
1399,blk_3580770618432771728,081110,211509,19,INFO,dfs.DataNode:
1400,blk_7323067205626439826,081110,211509,19,INFO,dfs.DataNode:
1401,blk_4432129819451124204,081110,211510,18,INFO,dfs.DataNode:
1402,blk_6861225714687761741,081110,211510,19,INFO,dfs.DataNode:
1403,blk_2501101555041044631,081110,211510,19,INFO,dfs.DataNode:
1404,blk_8143508261046403699,081110,211510,19,INFO,dfs.DataNode:
1405,blk_7739203788891033646,081110,211510,19,INFO,dfs.DataNode:
1406,blk_5688846066650565838,081110,211510,19,INFO,dfs.DataNode:
1407,blk_6487270888039167407,081110,211510,19,INFO,dfs.DataNode:
1408,blk_4223680989694832409,081110,211510,19,INFO,dfs.DataNode:
1409,blk_6492489344990292445,081110,211510,19,INFO,dfs.DataNode:
1410,blk_-2069507335974630135,081110,211511,19,INFO,dfs.DataNode:
1411,blk_-2113711182409022947,081110,211511,19,INFO,dfs.DataNode:
1412,blk_4075161709036730296,081110,211511,19,INFO,dfs.DataNode:
1413,blk_3797570150309008030,081110,211511,19,INFO,dfs.DataNode:
1414,blk_2661732030409671846,081110,211511,19,INFO,dfs.DataNode:
1415,blk_3236494291899365914,081110,211511,19,INFO,dfs.DataNode:
1416,blk_8064721057950325425,081110,211511,19,INFO,dfs.DataNode:
1417,blk_3392114575094615405,081110,211511,19,INFO,dfs.DataNode:
1418,blk_-4258772009069141582,081110,211511,19,INFO,dfs.DataNode:
1419,blk_1106981065462719386,081110,211511,19,INFO,dfs.DataNode:
1420,blk_-3939490794729216317,081110,211512,19,INFO,dfs.DataNode:
1421,blk_8570621347414698415,081110,211512,19,INFO,dfs.DataNode:
1422,blk_5248442536918007768,081110,211512,19,INFO,dfs.DataNode:
1423,blk_1211452123704157774,081110,211512,19,INFO,dfs.DataNode:
1424,blk_2875463291108007839,081110,211512,19,INFO,dfs.DataNode:
1425,blk_4322355954534754521,081110,211512,19,INFO,dfs.DataNode:
1426,blk_8411575722358447630,081110,211512,19,INFO,dfs.DataNode:
1427,blk_4082301579529063863,081110,211512,19,INFO,dfs.DataNode:
1428,blk_1989383238654769566,081110,211512,19,INFO,dfs.DataNode:
1429,blk_1696895825834834630,081110,211512,19,INFO,dfs.DataNode:
1430,blk_7374171565910315186,081110,211512,19,INFO,dfs.DataNode:
1431,blk_8479561290378594838,081110,211513,19,INFO,dfs.DataNode:
1432,blk_-2734991118803793513,081110,211513,19,INFO,dfs.DataNode:
1433,blk_7572752137561275197,081110,211513,19,INFO,dfs.DataNode:
1434,blk_2373218064980559375,081110,211513,19,INFO,dfs.DataNode:
1435,blk_6945599335963836401,081110,211513,19,INFO,dfs.DataNode:
1436,blk_4046723686541387079,081110,211513,19,INFO,dfs.DataNode:
1437,blk_6647737380624077905,081110,211514,18,INFO,dfs.DataNode:
1438,blk_8702894439974117241,081110,211514,18,INFO,dfs.DataNode:
1439,blk_6276139603228503174,081110,211514,19,INFO,dfs.DataNode:
1440,blk_3102259316079710822,081110,211514,19,INFO,dfs.DataNode:
1441,blk_8709876257045736701,081110,211514,19,INFO,dfs.DataNode:
1442,blk_-4337839300141472477,081110,211514,19,INFO,dfs.DataNode:
1443,blk_6370639238245285653,081110,211514,19,INFO,dfs.DataNode:
1444,blk_-908844531379499109,081110,211514,19,INFO,dfs.DataNode:
1445,blk_469312044511262782,081110,211514,19,INFO,dfs.DataNode:
1446,blk_196924448992184704,081110,211514,19,INFO,dfs.DataNode:
1447,blk_6112697849631520820,081110,211514,19,INFO,dfs.DataNode:
1448,blk_4323782956137778556,081110,211514,19,INFO,dfs.DataNode:
1449,blk_5635787809342124166,081110,211514,19,INFO,dfs.DataNode:
1450,blk_9095218002367950937,081110,211514,19,INFO,dfs.DataNode:
1451,blk_-71589457241177829,081110,211515,18,INFO,dfs.DataNode:
1452,blk_6884526071806835308,081110,211515,18,INFO,dfs.DataNode:
1453,blk_7073011400427889468,081110,211515,18,INFO,dfs.DataNode:
1454,blk_3646512937384656348,081110,211515,19,INFO,dfs.DataNode:
1455,blk_2783355208745751203,081110,211515,19,INFO,dfs.DataNode:
1456,blk_8280974852793632621,081110,211515,19,INFO,dfs.DataNode:
1457,blk_3795526132190501980,081110,211515,19,INFO,dfs.DataNode:
1458,blk_6869018447456516636,081110,211516,18,INFO,dfs.DataNode:
1459,blk_2891916942153789820,081110,211516,19,INFO,dfs.DataNode:
1460,blk_7694423528697377290,081110,211516,19,INFO,dfs.DataNode:
1461,blk_6575801101072904936,081110,211516,19,INFO,dfs.DataNode:
1462,blk_7976327462109800229,081110,211516,19,INFO,dfs.DataNode:
1463,blk_8610334192888214946,081110,211516,19,INFO,dfs.DataNode:
1464,blk_8096036062417238862,081110,211517,18,INFO,dfs.DataNode:
1465,blk_4827326813545757026,081110,211517,19,INFO,dfs.DataNode:
1466,blk_8991707809612560521,081110,211517,19,INFO,dfs.DataNode:
1467,blk_70222719038595623,081110,211517,19,INFO,dfs.DataNode:
1468,blk_-1678018621343601788,081110,211517,19,INFO,dfs.DataNode:
1469,blk_-3721281460383340358,081110,211517,19,INFO,dfs.DataNode:
1470,blk_173214282757474682,081110,211517,19,INFO,dfs.DataNode:
1471,blk_-2746863406163228797,081110,211517,19,INFO,dfs.DataNode:
1472,blk_-1754614307437757536,081110,211518,19,INFO,dfs.DataNode:
1473,blk_6835881547890223692,081110,211518,19,INFO,dfs.DataNode:
1474,blk_3836948112336396596,081110,211518,19,INFO,dfs.DataNode:
1475,blk_7305458221736977482,081110,211519,18,INFO,dfs.DataNode:
1476,blk_1879608954003420256,081110,211519,18,INFO,dfs.DataNode:
1477,blk_-493804294194458365,081110,211519,19,INFO,dfs.DataNode:
1478,blk_7155512739642292397,081110,211519,19,INFO,dfs.DataNode:
1479,blk_50469904265347411,081110,211519,19,INFO,dfs.DataNode:
1480,blk_5423068519686778973,081110,211519,19,INFO,dfs.DataNode:
1481,blk_6684947325131589040,081110,211519,19,INFO,dfs.DataNode:
1482,blk_4900237127386502553,081110,211519,19,INFO,dfs.DataNode:
1483,blk_6785597521135067362,081110,211519,19,INFO,dfs.DataNode:
1484,blk_7557534296554263270,081110,211519,19,INFO,dfs.DataNode:
1485,blk_7317929945264593944,081110,211520,19,INFO,dfs.DataNode:
1486,blk_3331834872146796071,081110,211520,19,INFO,dfs.DataNode:
1487,blk_3825149932064591276,081110,211520,19,INFO,dfs.DataNode:
1488,blk_4055748641189666256,081110,211520,19,INFO,dfs.DataNode:
1489,blk_5105148917843810051,081110,211520,19,INFO,dfs.DataNode:
1490,blk_711398692579493650,081110,211520,19,INFO,dfs.DataNode:
1491,blk_1584875356011163810,081110,211520,19,INFO,dfs.DataNode:
1492,blk_5911653601768785025,081110,211520,19,INFO,dfs.DataNode:
1493,blk_2087483762587332298,081110,211520,19,INFO,dfs.DataNode:
1494,blk_5175477134680697203,081110,211521,19,INFO,dfs.DataNode:
1495,blk_-817096667532199919,081110,211521,19,INFO,dfs.DataNode:
1496,blk_444284921155441624,081110,211521,19,INFO,dfs.DataNode:
1497,blk_6711665978901325696,081110,211521,19,INFO,dfs.DataNode:
1498,blk_7909998063853409666,081110,211521,19,INFO,dfs.DataNode:
1499,blk_-4180305550033090349,081110,211522,18,INFO,dfs.DataNode:
1500,blk_5913515353721084622,081110,211522,19,INFO,dfs.DataNode:
1501,blk_7275552610681444756,081110,211522,19,INFO,dfs.DataNode:
1502,blk_7347529544781244034,081110,211522,19,INFO,dfs.DataNode:
1503,blk_6482352603916403152,081110,211522,19,INFO,dfs.DataNode:
1504,blk_8606589252126234056,081110,211522,19,INFO,dfs.DataNode:
1505,blk_2597486752953940546,081110,211522,19,INFO,dfs.DataNode:
1506,blk_6220052322479660801,081110,211522,19,INFO,dfs.DataNode:
1507,blk_7379887289344298735,081110,211522,19,INFO,dfs.DataNode:
1508,blk_8619400434059983061,081110,211522,19,INFO,dfs.DataNode:
1509,blk_1522728136077911316,081110,211522,19,INFO,dfs.DataNode:
1510,blk_-1656564893971288409,081110,211523,19,INFO,dfs.DataNode:
1511,blk_1237873235418845166,081110,211523,19,INFO,dfs.DataNode:
1512,blk_-2222770289461422822,081110,211523,19,INFO,dfs.DataNode:
1513,blk_8634650906998493779,081110,211523,19,INFO,dfs.DataNode:
1514,blk_7291422315456424713,081110,211523,19,INFO,dfs.DataNode:
1515,blk_3662262632797031074,081110,211523,19,INFO,dfs.DataNode:
1516,blk_4842380628851264174,081110,211524,18,INFO,dfs.DataNode:
1517,blk_4571723395194771500,081110,211524,18,INFO,dfs.DataNode:
1518,blk_-2523011189434549202,081110,211524,19,INFO,dfs.DataNode:
1519,blk_6762766518296007452,081110,211524,19,INFO,dfs.DataNode:
1520,blk_1062697897485558049,081110,211524,19,INFO,dfs.DataNode:
1521,blk_5111594007505474863,081110,211525,18,INFO,dfs.DataNode:
1522,blk_7182000320127885020,081110,211525,18,INFO,dfs.DataNode:
1523,blk_2679774078131336707,081110,211525,19,INFO,dfs.DataNode:
1524,blk_8746139427503550426,081110,211525,19,INFO,dfs.DataNode:
1525,blk_3212469179042702177,081110,211525,19,INFO,dfs.DataNode:
1526,blk_-3141795293498089998,081110,211525,19,INFO,dfs.DataNode:
1527,blk_8620961165414035110,081110,211526,19,INFO,dfs.DataNode:
1528,blk_-3479583855877140142,081110,211526,19,INFO,dfs.DataNode:
1529,blk_8810526725548259509,081110,211526,19,INFO,dfs.DataNode:
1530,blk_8712364908456355416,081110,211526,19,INFO,dfs.DataNode:
1531,blk_5939047218031034167,081110,211526,19,INFO,dfs.DataNode:
1532,blk_7982559691682033683,081110,211526,19,INFO,dfs.DataNode:
1533,blk_-1519604253319482356,081110,211527,19,INFO,dfs.DataNode:
1534,blk_2486059398201695116,081110,211527,19,INFO,dfs.DataNode:
1535,blk_5928421175245521735,081110,211527,19,INFO,dfs.DataNode:
1536,blk_7616977040808923143,081110,211527,19,INFO,dfs.DataNode:
1537,blk_4598350846161328467,081110,211527,19,INFO,dfs.DataNode:
1538,blk_4760623740531330309,081110,211527,19,INFO,dfs.DataNode:
1539,blk_-122762922255101149,081110,211528,19,INFO,dfs.DataNode:
